genes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Lrp12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018756779,0.04729074,0.0133096,0.015465127,0.018734792,0.014426168,0.018675495,0.03013298,0.0047520455,0.015270395,0.019978335,0.016470259,0.018375104,0.017945042,0.019631442,0.018502701,0.04237676,0.014077908,0.02207666,0.023032807,0.03690319,0.04601024,0.022343822,0.054213494,0.023874413,0.038785726,0.017177124,0.05278744,0.07205001,0.017043607,0.00819475,0.01732317,0.0381156,0.0,0.02893335,0.015792055,0.07355067,0.0,0.027788451,0.08852782,0.0,0.0
N4bp2,0.0,0.0,0.068541676,0.0,0.0888027,0.06621883,0.032209985,0.0,0.09537509,0.017893821,0.015443282,0.0133147,0.018797453,0.010653826,0.011534108,0.0069179097,0.010986789,0.009993378,0.008517017,0.0105425175,0.0063993186,0.0017010322,0.012564301,0.018432885,0.012914461,0.022791328,0.021974646,0.035019968,0.036999673,0.03805871,0.047190253,0.017819827,0.09470253,0.028541513,0.03499934,0.03822438,0.0265175,0.070775844,0.03283913,0.016113939,0.031466193,0.0132722305,0.009306951,0.035959218,0.035738412,0.064129315,0.0,0.21668033,0.0,0.0
Mrpl4,0.0,0.13137041,0.10076205,0.08335832,0.14588727,0.11223599,0.113124244,0.11413619,0.13947685,0.061518114,0.04786288,0.029530585,0.03929954,0.04154,0.044179223,0.04923199,0.047589816,0.03728224,0.047520477,0.049852513,0.046403904,0.049831126,0.05819639,0.04202834,0.053988636,0.028322749,0.0982111,0.037488908,0.051793836,0.11420893,0.046413586,0.05679676,0.0924909,0.1191845,0.038756713,0.091188475,0.1444625,0.07327168,0.12666957,0.045456175,0.07121127,0.07282179,0.071665145,0.090042934,0.027095027,0.028854938,0.024361564,0.25992712,0.0,0.0
Erh,0.43550077,0.3010785,0.11845433,0.2713582,0.19109505,0.28724405,0.14063255,0.066184066,0.025361495,0.079273015,0.08450608,0.074064694,0.04776532,0.07482778,0.07073281,0.06713046,0.072321005,0.08720586,0.09725135,0.091713645,0.057399057,0.078648865,0.040205337,0.05973781,0.09499458,0.1281372,0.09303599,0.09209819,0.16001227,0.07053031,0.11875599,0.12617663,0.10702826,0.17656875,0.15518728,0.0878106,0.16148174,0.08263722,0.10277375,0.09997146,0.0702245,0.10917195,0.07567782,0.1174714,0.06518063,0.0,0.06915969,0.1347803,0.15740564,0.0
Cnppd1,0.96831155,0.0,0.2001046,0.09552047,0.24813119,0.10049478,0.18684417,0.16945158,0.13009769,0.10812354,0.09539501,0.09105928,0.110819384,0.069260314,0.06902308,0.087835886,0.09934598,0.08849025,0.090332955,0.10119112,0.124045484,0.09784667,0.095764525,0.13315517,0.102008834,0.12720665,0.17390949,0.07821947,0.15589437,0.13759229,0.15755357,0.15248702,0.17425577,0.08641621,0.14708628,0.1041081,0.110614076,0.1286126,0.17190498,0.1137943,0.14519355,0.10376089,0.11139605,0.0954652,0.11618572,0.05699814,0.047847383,0.0,0.0,0.0
Hm13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060955644,0.08724019,0.07957175,0.0750519,0.038575903,0.045611702,0.035624217,0.055729035,0.057907864,0.09393687,0.060555,0.0909823,0.07540934,0.06956726,0.067030504,0.08366755,0.096336015,0.11768384,0.07481934,0.08402137,0.08961917,0.12942208,0.056110773,0.09431716,0.09579876,0.15776435,0.124777816,0.13752629,0.09220249,0.100153685,0.055532802,0.040426116,0.060874965,0.013160081,0.059492968,0.05416515,0.03949349,0.08740406,0.044144128,0.0,0.0,0.0
Sp2,0.0,0.1318458,0.30220252,0.14881173,0.13974907,0.06621883,0.20775238,0.28810266,0.116876155,0.085048266,0.093946785,0.05714405,0.064796776,0.073217526,0.09126579,0.075673856,0.057212748,0.08107366,0.06016395,0.07752369,0.0852951,0.086847626,0.116136685,0.11440867,0.09139226,0.10976108,0.13317288,0.10962014,0.096979365,0.121132195,0.08272213,0.07725989,0.08900525,0.083241105,0.16197632,0.13293125,0.10536338,0.06298492,0.07394817,0.10249732,0.113486156,0.076692395,0.1411922,0.04907885,0.16926847,0.094847195,0.03730399,0.0,0.23777638,1.0284929
Ggps1,0.0,0.0,0.0,0.036705103,0.03480555,0.0,0.0,0.042728025,0.029847631,0.014514435,0.008266103,0.040548537,0.04124508,0.030503076,0.03996701,0.050663326,0.030121721,0.050844204,0.064950824,0.041028645,0.046665154,0.042542852,0.037772503,0.066664115,0.071234435,0.038932923,0.004301253,0.026281288,0.077234946,0.04191184,0.03879834,0.021197671,0.06407732,0.059109554,0.050203905,0.052825127,0.037223857,0.045937095,0.045610905,0.037147924,0.05184224,0.077413596,0.06869305,0.027488578,0.03024007,0.073185906,0.047847383,0.0,0.0,0.0
Sec23b,0.53281075,0.13083604,0.0,0.0,0.025197338,0.0,0.051309384,0.0,0.02951645,0.016909994,0.016136274,0.030583963,0.024030289,0.023665993,0.033925027,0.024184024,0.026333759,0.024946693,0.019289443,0.029216535,0.022329617,0.04753093,0.037064448,0.024690768,0.03781309,0.023383904,0.055195395,0.035145845,0.023584016,0.039841454,0.07168135,0.026977008,0.042749222,0.08536176,0.031409398,0.044786416,0.036959596,0.032366652,0.052075688,0.026400901,0.07084289,0.04644988,0.043927442,0.04798115,0.017014995,0.033575173,0.0,0.0,0.0,0.0
Bcor,0.0,0.19922498,0.118376404,0.051760808,0.03859812,0.06890556,0.10770042,0.20448473,0.055209126,0.02225772,0.028394122,0.052874204,0.045185782,0.025350016,0.02437643,0.017361935,0.026659945,0.025665201,0.019705985,0.019173337,0.04133493,0.02496528,0.01744928,0.016623607,0.022014957,0.064709045,0.057167143,0.03587501,0.020115053,0.035357263,0.067063905,0.05073874,0.038865007,0.03991583,0.07095464,0.10677936,0.024706487,0.04515873,0.11076814,0.06737783,0.063650064,0.03842187,0.07154838,0.107434586,0.10867663,0.056019425,0.20639355,0.0,0.10451657,0.0
Rpp25l,0.0,0.0,0.0,0.10763314,0.0,0.0,0.0,0.0,0.05300586,0.05458187,0.03966637,0.06273086,0.05199029,0.041220345,0.04067103,0.06816466,0.06574132,0.06638862,0.058092646,0.07275304,0.059330907,0.06877412,0.058143165,0.056576084,0.040454805,0.057676252,0.089589015,0.11556261,0.033013772,0.12090113,0.05898842,0.089582935,0.05909623,0.10690907,0.060083404,0.053942498,0.08112724,0.10280246,0.029157395,0.08087548,0.033474203,0.06806914,0.02604382,0.040652473,0.010231115,0.10779276,0.15657784,0.0,0.12923355,0.0
Fmr1,0.0,0.27074155,0.12607154,0.036705103,0.067017116,0.0,0.16181083,0.0,0.081551835,0.046007574,0.05092525,0.06673407,0.074669234,0.068236805,0.08929612,0.06950227,0.06227098,0.06509734,0.06465383,0.06874669,0.057094377,0.074603416,0.06907753,0.07783071,0.07792315,0.084727585,0.08971943,0.037072923,0.10731605,0.14786,0.074474916,0.06825136,0.12111836,0.06582289,0.10735153,0.13830014,0.09666924,0.071304716,0.100923635,0.075389616,0.113947876,0.075510934,0.09208424,0.08575359,0.08386445,0.16269842,0.04730105,0.08852782,0.23556417,0.0
Cystm1,0.0,0.0,0.0,0.0,0.03859812,0.0,0.0,0.0,0.119723015,0.12476095,0.077447906,0.111246265,0.05953115,0.06495675,0.07147766,0.06475386,0.07317389,0.11816292,0.07535334,0.13790227,0.12357352,0.07708802,0.089388564,0.10498825,0.05212956,0.033360913,0.030019859,0.07356562,0.10494891,0.059717093,0.108662784,0.09887088,0.13437542,0.10590868,0.04906031,0.12511262,0.06583009,0.107402764,0.13004084,0.14540713,0.10610743,0.11308807,0.15236776,0.10667054,0.22035757,0.084147945,0.48415592,0.42013797,0.82629603,0.0
Acpp,1.220359,0.47630507,0.72488487,0.43587577,0.6190471,0.19252779,0.3260548,0.43300906,0.15414107,0.26255855,0.16168001,0.13227764,0.19810973,0.23083444,0.2148688,0.18079783,0.15214677,0.14557908,0.15055276,0.18344964,0.17988938,0.23106778,0.25229588,0.25587258,0.24535152,0.19803096,0.25707674,0.13884409,0.27230456,0.25061822,0.20671445,0.2661854,0.15916026,0.19917107,0.27390823,0.2362452,0.34088656,0.32336614,0.25289658,0.32466134,0.2611397,0.24051517,0.3608667,0.18443081,0.27440542,0.34443015,0.19854505,0.0,0.0,1.5246848
Ctnnb1,0.53281075,0.5840264,0.23006222,0.3970233,0.3096467,0.2367681,0.2970082,0.40916952,0.26566967,0.2606107,0.28867108,0.25595406,0.21387815,0.15729713,0.2183893,0.23951347,0.22404741,0.2433574,0.24969274,0.23337819,0.21698573,0.19431649,0.18938926,0.123628,0.23579188,0.26745284,0.19117898,0.21038054,0.23674688,0.16380985,0.32186097,0.1651966,0.25274014,0.22764467,0.24836144,0.3396862,0.24454962,0.32006666,0.30513856,0.35530204,0.32198378,0.36817333,0.43933314,0.3878705,0.4045639,0.3711795,0.40006346,0.13700208,0.37865818,0.0
Cnih1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00752886,0.0057261535,0.028288258,0.017803088,0.009470972,0.015171118,0.024863195,0.015445759,0.019039951,0.01937778,0.020611683,0.025553204,0.021227889,0.0035902644,0.021229194,0.026624223,0.037192885,0.015384442,0.028499067,0.043130826,0.010195766,0.0074122334,0.017778069,0.021582238,0.01647656,0.00931309,0.037337568,0.03632543,0.040104687,0.0104410695,0.03859952,0.0112010995,0.040307872,0.067810036,0.014540616,0.058171462,0.03058678,0.036964536,0.0,0.0,0.0
Crk,0.0,0.26321623,0.14802933,0.24794552,0.07972599,0.06366081,0.14095452,0.17842916,0.10440538,0.05959479,0.13881999,0.1195389,0.11948868,0.11375987,0.098009005,0.117202334,0.1015335,0.12314501,0.11298889,0.11953626,0.096682645,0.14588095,0.13777131,0.13189486,0.07971469,0.24344,0.1916241,0.12214414,0.14084381,0.15229438,0.16958557,0.122152105,0.12849492,0.13961102,0.18238778,0.09628684,0.14608662,0.1157882,0.10914432,0.100163445,0.21662404,0.12354588,0.101210006,0.17130698,0.101188965,0.052163515,0.07426853,0.19811797,0.115734614,0.0
Golga3,0.0,0.0,0.05262188,0.045780227,0.10747734,0.03915692,0.0,0.13222662,0.11670571,0.022605924,0.026650473,0.025580168,0.02453986,0.030899594,0.022036225,0.017346904,0.028439263,0.024830816,0.011303411,0.023183633,0.014508632,0.030459115,0.037471645,0.035118654,0.039640583,0.051450633,0.059574217,0.07133973,0.060263205,0.025349513,0.025607482,0.028423853,0.05681454,0.06800945,0.041534573,0.017687717,0.021708202,0.027352631,0.02296089,0.028490508,0.0447152,0.07588176,0.060772616,0.077453814,0.0804012,0.0,0.0,0.0,0.0,0.0
Eif5,0.96831155,0.38426703,0.45276526,0.30833066,0.61722267,0.53431106,0.43782565,0.41712636,0.45903504,0.666633,0.5948992,0.6553392,0.631654,0.5002258,0.48230603,0.48909518,0.43803364,0.42610756,0.49377894,0.46948302,0.45929322,0.45263746,0.4340337,0.4900496,0.46487635,0.45897266,0.58657277,0.71306473,0.7458717,0.5684123,0.61314905,0.6162114,0.6770278,0.83268553,0.66904193,0.6761718,0.7130087,0.66295356,0.7788139,0.7592163,0.7855247,0.76485497,0.8868755,0.74013376,0.5957329,0.6162329,0.8842434,0.85670793,1.7044978,1.0284929
Ndufb2,0.53281075,0.6213355,0.77776915,0.2051452,0.25498393,0.22030559,0.57746375,0.16581787,0.21412724,0.23501346,0.29950753,0.2517373,0.26896906,0.28262278,0.27599972,0.27279198,0.29976797,0.2832986,0.30543384,0.27946854,0.34062377,0.3182686,0.3045279,0.25514314,0.32809952,0.2974174,0.4215224,0.32980844,0.37550926,0.3879773,0.39376435,0.3519769,0.3689527,0.37543628,0.3547109,0.33376002,0.38353917,0.35253128,0.2581077,0.2689095,0.21442759,0.32796252,0.28853178,0.19234076,0.22066072,0.26529822,0.13860942,0.13700208,0.3475496,0.0
Ap2s1,0.0,0.25059366,0.05800459,0.27017373,0.08981419,0.35479814,0.3519816,0.20166305,0.29465842,0.23471543,0.22197813,0.21817814,0.22195794,0.17912094,0.20865157,0.21238402,0.23469798,0.24719967,0.22927645,0.2748341,0.21914178,0.23146671,0.17769606,0.152335,0.2627377,0.2733979,0.21427529,0.2737091,0.2172028,0.32041073,0.2822939,0.23389378,0.37579167,0.43017578,0.41117314,0.3247834,0.26249433,0.23607755,0.26376933,0.2508098,0.2523808,0.28488573,0.29563183,0.32102078,0.16237397,0.5967978,0.27635765,0.0,0.5139019,0.0
Mcm3ap,0.0,0.0,0.0,0.0,0.05380056,0.09364426,0.09296483,0.13847272,0.0,0.032070525,0.0207617,0.014255075,0.018762708,0.019670613,0.022124454,0.015413841,0.017419515,0.021481844,0.012322599,0.023845578,0.019562935,0.031937364,0.0050151087,0.028488478,0.04140111,0.014369245,0.035567172,0.016902085,0.04218632,0.060187608,0.013019526,0.04259251,0.06946736,0.0639651,0.008281769,0.027668035,0.039549,0.036346152,0.021491589,0.075220294,0.011106318,0.058388904,0.032078415,0.041661024,0.0,0.0,0.039074447,0.0,0.09978296,0.0
Cdv3,0.0,0.0,0.0,0.11164255,0.0804179,0.0,0.0,0.0703202,0.08072168,0.06551182,0.07154048,0.057252564,0.06473085,0.04958228,0.052065793,0.07154095,0.06721485,0.06829894,0.052921437,0.0615721,0.041226443,0.045810517,0.07616428,0.047740817,0.0675725,0.069295995,0.12173173,0.074893646,0.09825789,0.04865658,0.10148579,0.07365921,0.09227765,0.117288776,0.034239706,0.06761272,0.11067373,0.08406585,0.14704716,0.07480391,0.08744131,0.07465051,0.021187661,0.08464357,0.085567236,0.10174614,0.12893553,0.0,0.0,0.0
Scarb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053112153,0.022642098,0.04139521,0.025067003,0.027900951,0.013939162,0.027000964,0.046046887,0.034340847,0.05145757,0.07417706,0.07665496,0.037017148,0.050017856,0.033387918,0.015042517,0.025974631,0.02905056,0.03012953,0.029043151,0.01425321,0.046369564,0.025450042,0.04934652,0.071630985,0.056825627,0.09965801,0.0,0.03781732,0.015409835,0.05338976,0.011639583,0.056619428,0.08486995,0.016020544,0.0743863,0.0851641,0.08091389,0.0,0.0,0.0
Gopc,0.0,0.13137041,0.11072972,0.0,0.0,0.03915692,0.0,0.0,0.0,0.055694703,0.041154232,0.035208955,0.026309103,0.02656117,0.032696024,0.022970477,0.03282119,0.033365075,0.04074988,0.027798407,0.042313125,0.030164162,0.044872135,0.041752648,0.05334633,0.06610293,0.058799505,0.029141968,0.030596355,0.07580301,0.030600598,0.063299656,0.040024813,0.061143864,0.03867767,0.045324467,0.047281273,0.026905833,0.038748216,0.04531366,0.080856934,0.024638154,0.023903906,0.052576263,0.033212017,0.02353374,0.0,0.1347803,0.10451657,0.0
Nras,0.0,0.0,0.15589869,0.08335832,0.17296001,0.0,0.032209985,0.062756374,0.0,0.06330392,0.072164245,0.06015606,0.08475646,0.08899907,0.0823459,0.09073745,0.050523613,0.05755899,0.096776955,0.072806515,0.07421218,0.09200605,0.067841485,0.11466425,0.06291659,0.09229924,0.12832935,0.0856785,0.103455774,0.11356166,0.09400355,0.08073741,0.113468975,0.0688051,0.08754872,0.12066848,0.050058372,0.11187064,0.12734513,0.1410001,0.11566379,0.09301467,0.15934874,0.15882497,0.11832526,0.05552465,0.1348777,0.0,0.10451657,0.0
Frmd6,0.0,0.15098396,0.0,0.0,0.0,0.12790844,0.0,0.0,0.028869556,0.025815967,0.021376597,0.013755386,0.014953187,0.012444157,0.009394568,0.012881754,0.011251484,0.015226157,0.013108036,0.0193837,0.020168599,0.029193595,0.019290887,0.04120116,0.052092973,0.036916036,0.0479505,0.023510786,0.013664932,0.025675971,0.022310302,0.017005326,0.0038209225,0.034426223,0.02067014,0.03193199,0.047828294,0.019525182,0.00950393,0.035400882,0.0,0.0,0.02406589,0.035272405,0.017090041,0.0,0.033544984,0.0,0.12264863,0.0
Spryd3,0.0,0.13137041,0.052725125,0.0,0.025197338,0.03915692,0.10901075,0.14172836,0.0,0.064765334,0.04622386,0.0774219,0.06031486,0.046927437,0.069874965,0.0477367,0.061673243,0.07195898,0.07425826,0.07476662,0.081196204,0.06035179,0.06706967,0.049555916,0.06435036,0.103910394,0.0790683,0.07899202,0.10752207,0.04624566,0.09649834,0.02954335,0.05266492,0.092339575,0.09877187,0.05813486,0.144401,0.1254365,0.07061538,0.04775355,0.06994619,0.025507197,0.08356377,0.07340033,0.10254748,0.12200592,0.0,0.21367463,0.0,0.0
Taf8,0.0,0.1318458,0.05513594,0.0,0.0,0.0,0.0,0.07319753,0.030436022,0.008945036,0.016989978,0.0055770483,0.007835286,0.018165395,0.025011577,0.01678787,0.013597855,0.01198792,0.012119504,0.025004322,0.021701103,0.020577017,0.028080396,0.023907647,0.008706013,0.013657952,0.025898518,0.028828684,0.008770321,0.0,0.009271729,0.01738708,0.027184052,0.0080991415,0.032642756,0.010402575,0.063732386,0.085335776,0.050430987,0.04982352,0.02099743,0.026753716,0.025497587,0.012307325,0.015857931,0.04500798,0.0,0.0,0.12264863,0.0
unknown_gene_12304,0.0,0.0,0.05513594,0.054908514,0.0,0.0,0.04380835,0.06120325,0.024668945,0.0047935923,0.009140625,0.011399984,0.010076306,0.021187408,0.01882177,0.016382147,0.01088277,0.010510369,0.012025379,0.009586711,0.01726755,0.022929328,0.022270158,0.023383178,0.022213228,0.041912034,0.03356391,0.037201628,0.06607479,0.020058692,0.021093495,0.007743703,0.024882376,0.037611466,0.031632442,0.0,0.024913847,0.03421304,0.0518818,0.022393094,0.019951804,0.055820197,0.039416064,0.03903366,0.0,0.0,0.0,0.0,0.0,0.0
Emg1,0.0,0.0,0.05513594,0.0,0.07243843,0.057125296,0.0,0.061886594,0.0,0.011089319,0.0045738644,0.012787814,0.013383764,0.0149558,0.01177438,0.016596714,0.014859427,0.018296406,0.014059192,0.014329437,0.015191759,0.013390737,0.017932113,0.015326644,0.012035857,0.024118137,0.010772027,0.050941557,0.04803931,0.009766353,0.022476725,0.033506855,0.029370552,0.07207274,0.042288315,0.0,0.06325651,0.028695758,0.03399192,0.02057096,0.020316396,0.0,0.013597537,0.014043773,0.024718191,0.0,0.07448811,0.0,0.10451657,0.0
Hp,0.0,0.8680664,0.93712366,0.9838738,1.0228486,1.3038551,1.0357517,1.0766131,2.1796072,2.4145162,2.462411,2.3368716,2.4953065,2.571993,2.4570246,2.320881,2.2641315,2.2486513,2.2194052,2.5875468,2.6464143,2.8720903,2.8894792,2.924354,2.8489363,2.511749,2.6508045,2.3433144,2.345239,2.41434,2.433255,2.4404542,2.3051689,2.1622305,2.1462767,2.3594074,2.3945935,2.2911956,2.22547,2.1305397,2.269598,2.362889,2.3230848,2.3032877,2.1878684,1.8833683,1.1439104,1.7441926,0.70611954,2.4664953
Dgcr6,0.0,0.0,0.05800459,0.0,0.041819777,0.03915692,0.0,0.0,0.025361495,0.013546777,0.008346698,0.008268741,0.00973961,0.015911464,0.018234791,0.013402426,0.010488567,0.02293445,0.004822238,0.024002286,0.011921026,0.0136025455,0.011803679,0.0110981595,0.017822444,0.016720006,0.04151453,0.020078287,0.032140773,0.00942975,0.023396006,0.032699376,0.043991607,0.022808751,0.01976277,0.028512973,0.0,0.07713775,0.0095298905,0.032572072,0.020840397,0.009034185,0.025561113,0.022161555,0.032797247,0.0,0.0,0.0,0.0,0.0
Malsu1,0.0,0.0,0.035407245,0.0,0.0,0.0,0.0,0.0,0.027810404,0.008081834,0.016898906,0.02039836,0.016066888,0.021200547,0.0138327535,0.010201234,0.022166558,0.013328036,0.010568395,0.021494193,0.0,0.00682014,0.0083743185,0.013964745,0.024014696,0.04349672,0.037165437,0.036245942,0.017524723,0.034400143,0.036836255,0.029276693,0.031127937,0.024652673,0.04201328,0.016422883,0.024627225,0.04935724,0.041127402,0.040332116,0.0,0.021062156,0.0,0.02232985,0.043560516,0.024322603,0.042153038,0.0,0.10451657,0.0
Npm1,0.0,0.23429282,0.057871103,0.10295848,0.0,0.06686904,0.04915648,0.1767955,0.0988885,0.09607319,0.14427415,0.14263025,0.15100081,0.12190703,0.11176185,0.12084077,0.16028793,0.1379657,0.13323297,0.119585365,0.19446072,0.1098691,0.14082217,0.14075856,0.13251615,0.20026821,0.1030228,0.17521706,0.1495876,0.15423977,0.21448879,0.078377575,0.20730594,0.17852587,0.15963617,0.19629225,0.16512914,0.15844075,0.17273276,0.20280986,0.1979448,0.13203497,0.0887263,0.13395919,0.07517339,0.086788036,0.2975605,0.2007903,0.35843194,0.0
Dnajc8,0.0,0.19922498,0.20729622,0.2867047,0.19314146,0.12603086,0.2133236,0.07051064,0.20065387,0.21557367,0.15507367,0.17662735,0.16589193,0.18403722,0.19212028,0.20620443,0.18711554,0.18461615,0.1879023,0.1784346,0.21904077,0.1694759,0.20139652,0.15171598,0.1754909,0.24174538,0.2571042,0.27346617,0.19857508,0.15420695,0.21664321,0.1916912,0.23698986,0.1606356,0.22525294,0.16975947,0.26379856,0.2717119,0.22407144,0.1872529,0.18822011,0.1620942,0.22776696,0.31556484,0.18695132,0.21801856,0.43933693,0.3035916,0.18737124,1.0284929
Mrpl42,0.0,0.13137041,0.059258483,0.14834765,0.04834086,0.0,0.0,0.2208581,0.0,0.006490359,0.014480525,0.012199162,0.009924319,0.011520115,0.01118814,0.014192207,0.0093582235,0.008644461,0.011086828,0.008841731,0.013839188,0.00316398,0.0036892442,0.0054003326,0.0049314015,0.023067597,0.078687765,0.040672846,0.009750787,0.018864132,0.04889892,0.034707207,0.038164284,0.022156758,0.015591482,0.0,0.042878587,0.027283637,0.029421221,0.025868826,0.025332415,0.044083025,0.045964018,0.010161627,0.049895205,0.0,0.0,0.0,0.0,0.0
Tsc22d2,0.0,0.0,0.0,0.05172296,0.0,0.104417205,0.0,0.0,0.036610965,0.027953753,0.044884,0.028787801,0.023603037,0.027016183,0.033299338,0.023955286,0.036936153,0.030995341,0.026574897,0.033573445,0.028138025,0.045826264,0.02675043,0.05495633,0.068196096,0.074836895,0.020081002,0.051347405,0.03132089,0.05898902,0.06597115,0.014842345,0.03007475,0.04436127,0.04461194,0.056077328,0.041812096,0.07579148,0.020087263,0.023513136,0.062680356,0.016520455,0.07851489,0.02115114,0.06851147,0.10261517,0.03526151,0.1347803,0.0,0.0
Dcaf13,0.0,0.0,0.0,0.234721,0.13449001,0.0,0.15522781,0.0,0.10090269,0.03352087,0.084804624,0.108974926,0.090365894,0.10813265,0.08175004,0.08802313,0.075122684,0.07603089,0.10046939,0.08381726,0.11082803,0.05693248,0.07190156,0.08821847,0.115223646,0.10013489,0.16358157,0.059277836,0.117468975,0.13844466,0.15444344,0.0961453,0.13729219,0.15793344,0.12993369,0.13507217,0.15600075,0.18486135,0.1425282,0.05105041,0.1436635,0.10148297,0.122528344,0.10546503,0.19046009,0.106698625,0.027788451,0.0,0.32694817,1.0284929
