Organism,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Roborovski hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster,Syrian hamster
Dosage,0 pfu,0 pfu,0 pfu,1x10$^4$ pfu,1x10$^4$ pfu,1x10$^4$ pfu,1x10$^4$ pfu,1x10$^4$ pfu,1x10$^4$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,0 pfu,0 pfu,0 pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu,1x10$^5$ pfu
Time,0 dpi,0 dpi,0 dpi,2 dpi,2 dpi,2 dpi,3 dpi,3 dpi,3 dpi,2 dpi,2 dpi,2 dpi,3 dpi,3 dpi,3 dpi,0 dpi,0 dpi,0 dpi,2 dpi,2 dpi,2 dpi,3 dpi,3 dpi,3 dpi,5 dpi,5 dpi,5 dpi,14 dpi,14 dpi,14 dpi
replicate,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
celltype_rough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mast cells,1.1224516977789014,0.678141206686188,0.5871486066404036,0.9446992500923633,1.0163082332884177,0.953736989070227,0.47377606221398116,0.7114476862332823,0.8768423415923029,0.9000062718132015,1.0411908277089088,0.8906984974549642,0.7253642089119864,0.7030493438250903,0.8702977232074958,1.0,,,,5.246532216019124,,,,,,2.6389197579425776,,,,
Myofibroblast,0.9984276986955296,0.9863398007580517,1.0341456224366639,0.9660090624788829,1.0063456430530517,0.9809490650176839,1.0295389746754964,1.0596700814385167,0.9898602871874174,1.2472872515306193,1.3095601290215213,1.3178676655556933,1.0904221087024324,1.084039369101628,1.1024415254780526,1.0213052002219034,0.9852837780050548,0.9788708407793777,1.0103041612699362,0.9938149211370576,1.0071181300856764,0.943981914048549,0.855128209553911,0.9885181143595203,1.0426220137836628,1.0251515980679504,1.0117616279140493,0.945871773521357,1.0402907960831753,0.9993963668578975
NK cells,1.0533260702513059,0.9705632836418389,0.8774248862825399,0.9142258201397047,1.0047109660816986,0.8978223013393187,0.8848231602759795,0.8155665396515644,0.935667455483909,0.9047244817978423,1.057278616318877,0.9645319660100323,0.9659992244799037,0.9109282278218119,0.899604875080975,0.9759478953624938,0.991819571904546,1.0159671906798493,0.8390818817067224,0.8046448092303968,0.7668661323103354,0.7936007934700811,0.7228091808323642,0.8139362722178232,0.802551920839214,0.8609992245482823,0.8412238975334206,0.9108955689265119,0.9617283278966958,0.8727302094594772
Neutrophils,1.047584269861094,0.9662565795372973,0.9489564585380671,0.8833997345229153,0.9455773020647775,0.9068923754824275,0.9356309965662808,0.8677162691717644,0.9298433447654079,1.1292119040989874,1.0423100587232674,1.0609091392607282,0.9982745455100368,0.9833044745420401,0.920820071619698,1.0043698389137505,1.0026943764702982,0.995851310267587,0.8131645694429128,0.8817465913591341,0.854801726234431,0.8409691732144743,0.8217167001963592,0.8132486356605628,0.871137305823954,0.8593959424262377,0.850453285780693,0.9512847133259783,0.9620548899380001,0.9680137193167386
Plasma cells,0.9567639366854389,1.0093862862573173,1.027014425456331,1.107939964367572,1.1498433528345249,1.258041528697529,1.0845909628669042,0.9589169599403422,1.147109909644546,1.292925697381146,1.07695271589391,1.0320310208063814,0.8908437263519695,0.8229732258706675,0.9713778736903554,1.1287565782003848,1.0910752887070612,0.9425739365254902,1.8023351946839936,0.423512125455119,0.1543521715949911,0.6824928078066406,0.9922261040463441,0.20201645327010304,1.1258705679046597,0.9097395367743062,1.2836194390803994,0.6429123111712198,0.7742265939267728,0.7993972796513441
Platelets,,0.871193230351675,1.0644033848241625,0.8772932941481387,0.6919672983210723,0.6370778598730915,,,0.8627932748103788,,0.5870532793859882,,0.3681156938278464,1.0543861584293461,,1.0723392895423904,0.9985777789012805,0.9118921685980014,0.9710221565370822,1.0226371939039698,0.909351576350307,0.9504468035028373,0.9484212799459988,0.9377542075985291,0.9132658108233915,0.8563757049434115,1.0005310157379446,0.8654596286023668,0.9769773528791181,0.9995765298805105
SmoothMuscle,1.0164630865524396,0.9579078388117338,1.0837438689711913,1.0832034578171863,1.041091846005588,0.9629417021022495,1.2280261112786846,1.294242122692211,1.0439628229146731,1.363861096373923,1.6809989033672776,1.5082886095023265,1.3162346339825237,1.3192077197119476,1.1434704566112739,1.0100104238201868,0.9783749754096317,1.0107285183822932,1.0799328470672098,1.0459360605343826,1.0756372389935367,0.9328046296508262,1.019983718205234,1.015032603921502,1.190076325675932,1.1766341419970165,1.2791042067526595,1.1284138779071655,1.0344158222941835,1.070830601846848
T cells,1.046219568738289,1.0028241926979728,0.9264365275694286,1.064682820081897,1.1327242333572831,1.0002231398225623,0.9542345781886661,0.9977457669416717,0.9801443080817005,1.1971971604578455,1.217819369801975,1.0864003918824254,0.9687676560846039,0.9455036879891806,0.9725024147953618,1.0079753239912848,0.9931732443867958,0.9996426545687338,0.8132646540251502,0.8357487779603663,0.8150433546351303,0.8004283101142438,0.7383568257579834,0.8006375644991691,0.9519417565320998,1.0422063532734616,1.0292250505634384,0.9151882632177262,0.9823496339188423,0.9086758170032566
cDC,0.9373160167711208,0.9960667445392535,1.0334479979982736,0.9194069129383916,0.7202740255055251,1.2037832396740107,0.8945513718737687,0.8771268740160212,0.9122913733083993,0.934478910208121,0.8859278382718969,0.958486540352455,0.8009012108811814,0.8804921535922424,0.9005592560169886,1.1023870639356383,1.1381519151844035,0.851933214727173,0.8905038289723539,1.0620916306895967,0.8187691278280143,0.826611279371059,0.7290228126095077,0.8390479506036997,1.0330571778758777,1.0345583365971611,1.1282998006638663,0.8178977556696748,0.7769284470412547,0.8736160829135975
pDC,1.019698113243246,1.095122964030425,0.8933441782550494,1.112619883211607,0.9768235968085148,1.0810439877675686,0.9045325617792275,1.0075560262921066,1.3292255426931712,1.0716871198717568,1.2189614593903924,1.2171661223216188,1.1685526321831294,1.148580555610263,1.0386026477661041,,1.0094800115182367,0.9959371379207556,1.4843023502507287,2.181198400970174,1.0833015158388628,0.7110305073318822,0.590331206265304,0.8595923650054059,1.2084741813802198,1.1434147296096102,1.1687041532332854,0.9614857524053537,0.6026302932830891,0.6187027540142648
