,index,freq,total,organism,time,hamster,dummy,dose,total_log10
33,Platelets,0.010514457378895982,129327.82576042057,Goldhamster,D0,2,Goldhamster_D0,,5.111691976342676
34,ILC2,0.008636875704093128,106233.57116034547,Goldhamster,D0,2,Goldhamster_D0,,5.026261781018049
35,NK cells,0.007885843034171986,96995.86932031544,Goldhamster,D0,2,Goldhamster_D0,,4.986753239734376
36,cDC,0.006383777694329703,78520.46564025535,Goldhamster,D0,2,Goldhamster_D0,,4.89498286637873
37,Erythrocytes,0.0015020653398422831,18475.403680060084,Goldhamster,D0,2,Goldhamster_D0,,4.2665939363284195
38,Plasma cells,0.0011265490048817123,13856.552760045062,Goldhamster,D0,2,Goldhamster_D0,,4.141655199720119
39,pDC,0.0011265490048817123,13856.552760045062,Goldhamster,D0,2,Goldhamster_D0,,4.141655199720119
40,Ciliated,0.0007510326699211416,9237.701840030042,Goldhamster,D0,2,Goldhamster_D0,,3.965563940664438
41,Fibroblasts,0.0003755163349605708,4618.850920015021,Goldhamster,D0,2,Goldhamster_D0,,3.6645339450004566
42,T cells,0.1570070530512113,1978288.8684452623,Goldhamster,D0,3,Goldhamster_D0,,6.296289707287436
43,MonocyticMacrophages,0.1284881938055811,1618951.241950322,Goldhamster,D0,3,Goldhamster_D0,,6.209233769277901
44,AlveolarMacrophages,0.12082183379331493,1522355.105795768,Goldhamster,D0,3,Goldhamster_D0,,6.18251596813718
45,Neutrophils,0.11100889297761422,1398712.0515179392,Goldhamster,D0,3,Goldhamster_D0,,6.145728316844772
46,Bcells,0.10732904017172647,1352345.9061637535,Goldhamster,D0,3,Goldhamster_D0,,6.131087790661882
47,Endothelial cells,0.1024225697638761,1290524.379024839,Goldhamster,D0,3,Goldhamster_D0,,6.110766213123171
48,AT2,0.09966268015946028,1255749.7700091996,Goldhamster,D0,3,Goldhamster_D0,,6.0989031072904805
49,Treml4+Macrophages,0.029438822447102116,370929.1628334867,Goldhamster,D0,3,Goldhamster_D0,,5.569290979351174
50,InterstitialMacrophages,0.025758969641214352,324563.01747930085,Goldhamster,D0,3,Goldhamster_D0,,5.511299032373487
51,NK cells,0.020852499233364,262741.4903403864,Goldhamster,D0,3,Goldhamster_D0,,5.419528659017843
52,AT1,0.01993253603189206,251149.95400183994,Goldhamster,D0,3,Goldhamster_D0,,5.399933102954462
53,Myofibroblast,0.01839926402943882,231830.72677092915,Goldhamster,D0,3,Goldhamster_D0,,5.36517099669525
54,SmoothMuscle,0.01441275682306041,181600.73597056116,Goldhamster,D0,3,Goldhamster_D0,,5.259117604247323
55,ILC2,0.011959521619135235,150689.97240110397,Goldhamster,D0,3,Goldhamster_D0,,5.178084353338106
56,cDC,0.008892977614228765,112051.51793928244,Goldhamster,D0,3,Goldhamster_D0,,5.049417744210562
57,Platelets,0.007666360012266176,96596.13615455381,Goldhamster,D0,3,Goldhamster_D0,,4.9849597549836435
58,Ciliated,0.007359705611775529,92732.29070837167,Goldhamster,D0,3,Goldhamster_D0,,4.967230988023212
59,Fibroblasts,0.0027598896044158236,34774.60901563938,Goldhamster,D0,3,Goldhamster_D0,,4.541262255750931
60,Plasma cells,0.0021465808034345293,27046.91812327507,Goldhamster,D0,3,Goldhamster_D0,,4.432117786325863
61,pDC,0.0021465808034345293,27046.91812327507,Goldhamster,D0,3,Goldhamster_D0,,4.432117786325863
62,Erythrocytes,0.0015332720024532351,19319.22723091076,Goldhamster,D0,3,Goldhamster_D0,,4.285989750647625
63,Neutrophils,0.23216783216783216,3807552.4475524467,Goldhamster,D2,1,Goldhamster_D2,,6.580645894286672
64,Endothelial cells,0.18286713286713285,2999020.9790209783,Goldhamster,D2,1,Goldhamster_D2,,6.4769795037859295
65,MonocyticMacrophages,0.11853146853146854,1943916.0839160837,Goldhamster,D2,1,Goldhamster_D2,,6.288677513121737
66,AT1,0.07762237762237763,1273006.9930069929,Goldhamster,D2,1,Goldhamster_D2,,6.104830789369293
67,Bcells,0.06713286713286713,1100979.0209790207,Goldhamster,D2,1,Goldhamster_D2,,6.0417790436222045
68,AlveolarMacrophages,0.0513986013986014,842937.0629370628,Goldhamster,D2,1,Goldhamster_D2,,5.925795149666831
69,SmoothMuscle,0.04055944055944056,665174.825174825,Goldhamster,D2,1,Goldhamster_D2,,5.822935804145573
70,Myofibroblast,0.03006993006993007,493146.8531468531,Goldhamster,D2,1,Goldhamster_D2,,5.692976266162223
71,InterstitialMacrophages,0.028321678321678322,464475.52447552443,Goldhamster,D2,1,Goldhamster_D2,,5.666962833797305
72,NK cells,0.028321678321678322,464475.52447552443,Goldhamster,D2,1,Goldhamster_D2,,5.666962833797305
73,Treml4+Macrophages,0.025174825174825177,412867.13286713284,Goldhamster,D2,1,Goldhamster_D2,,5.615810311349923
74,AT2,0.025174825174825177,412867.13286713284,Goldhamster,D2,1,Goldhamster_D2,,5.615810311349923
75,T cells,0.024825174825174826,407132.8671328671,Goldhamster,D2,1,Goldhamster_D2,,5.60973616363773
76,Platelets,0.01888111888111888,309650.34965034964,Goldhamster,D2,1,Goldhamster_D2,,5.4908715747416235
77,Fibroblasts,0.013286713286713287,217902.09790209788,Goldhamster,D2,1,Goldhamster_D2,,5.338261411535465
78,cDC,0.01013986013986014,166293.70629370626,Goldhamster,D2,1,Goldhamster_D2,,5.220875812817611
79,Ciliated,0.008041958041958041,131888.11188811186,Goldhamster,D2,1,Goldhamster_D2,,5.1202056509362475
80,ILC2,0.0073426573426573424,120419.58041958041,Goldhamster,D2,1,Goldhamster_D2,,5.080697109652574
81,Erythrocytes,0.0048951048951048955,80279.72027972028,Goldhamster,D2,1,Goldhamster_D2,,4.904605850596893
82,pDC,0.0038461538461538464,63076.92307692307,Goldhamster,D2,1,Goldhamster_D2,,4.79987050007688
83,Plasma cells,0.0013986013986013986,22937.062937062936,Goldhamster,D2,1,Goldhamster_D2,,4.360537806246617
84,Endothelial cells,0.19306016980435586,3552307.1244001477,Goldhamster,D2,2,Goldhamster_D2,,6.550510506843643
85,Neutrophils,0.1672203765227021,3076854.9280177187,Goldhamster,D2,2,Goldhamster_D2,,6.4881070199892
86,MonocyticMacrophages,0.13215208564045774,2431598.3757844227,Goldhamster,D2,2,Goldhamster_D2,,6.385891844620243
87,T cells,0.10151347360649686,1867847.9143595423,Goldhamster,D2,2,Goldhamster_D2,,6.2713415118066305
88,Bcells,0.09486895533407161,1745588.7781469177,Goldhamster,D2,2,Goldhamster_D2,,6.241941941307663
89,AlveolarMacrophages,0.07973421926910298,1467109.6345514948,Goldhamster,D2,2,Goldhamster_D2,,6.166462569127299
90,AT2,0.04724990771502399,869398.3019564415,Goldhamster,D2,2,Goldhamster_D2,,5.939218787624236
91,AT1,0.034699150978220746,638464.3779992617,Goldhamster,D2,2,Goldhamster_D2,,5.805136671576067
92,InterstitialMacrophages,0.03137689184200812,577334.8098929494,Goldhamster,D2,2,Goldhamster_D2,,5.761427743690661
93,Treml4+Macrophages,0.024363233665559248,448283.49944629014,Goldhamster,D2,2,Goldhamster_D2,,5.651552753518237
94,Myofibroblast,0.021410114433370247,393946.10557401256,Goldhamster,D2,2,Goldhamster_D2,,5.595436811539305
95,Platelets,0.017349575489110373,319232.18899963086,Goldhamster,D2,2,Goldhamster_D2,,5.504106675912086
96,SmoothMuscle,0.01698043558508675,312440.0147655962,Goldhamster,D2,2,Goldhamster_D2,,5.494766649657942
97,NK cells,0.014027316352897749,258102.62089331858,Goldhamster,D2,2,Goldhamster_D2,,5.411792414593179
98,ILC2,0.009966777408637873,183388.70431893686,Goldhamster,D2,2,Goldhamster_D2,,5.263372582135355
99,Ciliated,0.0036913990402362494,67921.74234034699,Goldhamster,D2,2,Goldhamster_D2,,4.8320088179763685
100,cDC,0.0033222591362126247,61129.56810631229,Goldhamster,D2,2,Goldhamster_D2,,4.786251327415693
101,Fibroblasts,0.0022148394241417496,40753.04540420819,Goldhamster,D2,2,Goldhamster_D2,,4.6101600683600115
102,pDC,0.0018456995201181247,33960.871170173494,Goldhamster,D2,2,Goldhamster_D2,,4.530978822312387
103,Erythrocytes,0.0014765596160944998,27168.696936138796,Goldhamster,D2,2,Goldhamster_D2,,4.434068809304331
104,Plasma cells,0.0011074197120708748,20376.522702104096,Goldhamster,D2,2,Goldhamster_D2,,4.30913007269603
105,Mast cells,0.00036913990402362494,6792.174234034699,Goldhamster,D2,2,Goldhamster_D2,,3.832008817976368
106,AlveolarMacrophages,0.15173732865795345,2791966.8473063433,Goldhamster,D2,3,Goldhamster_D2,,6.445910257032285
107,T cells,0.1421740516416959,2616002.550207204,Goldhamster,D2,3,Goldhamster_D2,,6.417638163023933
108,Bcells,0.13675486133248327,2516289.4485176923,Goldhamster,D2,3,Goldhamster_D2,,6.400760596496515
109,MonocyticMacrophages,0.12304749760918074,2264073.9560089256,Goldhamster,D2,3,Goldhamster_D2,,6.354890608983546
110,Neutrophils,0.11699075549888428,2152629.9011794706,Goldhamster,D2,3,Goldhamster_D2,,6.332969368563881
111,Endothelial cells,0.11699075549888428,2152629.9011794706,Goldhamster,D2,3,Goldhamster_D2,,6.332969368563881
112,InterstitialMacrophages,0.04462862607586866,821166.7197959834,Goldhamster,D2,3,Goldhamster_D2,,5.9144313399900295
113,AT2,0.031558814153649986,580682.1804271598,Goldhamster,D2,3,Goldhamster_D2,,5.763938498909341
114,Treml4+Macrophages,0.024864520242269685,457507.1724577622,Goldhamster,D2,3,Goldhamster_D2,,5.660397907002272
115,NK cells,0.021039209435766655,387121.45361810643,Goldhamster,D2,3,Goldhamster_D2,,5.5878472398536605
116,AT1,0.021039209435766655,387121.45361810643,Goldhamster,D2,3,Goldhamster_D2,,5.5878472398536605
117,Myofibroblast,0.01880777813197322,346063.11762830726,Goldhamster,D2,3,Goldhamster_D2,,5.539155315953936
118,ILC2,0.014982467325470195,275677.39878865157,Goldhamster,D2,3,Goldhamster_D2,,5.440401162247509
119,Platelets,0.012113484220592923,222888.1096589098,Goldhamster,D2,3,Goldhamster_D2,,5.348086900928601
120,SmoothMuscle,0.008606949314631815,158367.8673892254,Goldhamster,D2,3,Goldhamster_D2,,5.199667068470779
121,cDC,0.006375518010838381,117309.53139942621,Goldhamster,D2,3,Goldhamster_D2,,5.0693332999757725
122,pDC,0.0031877590054191903,58654.765699713105,Goldhamster,D2,3,Goldhamster_D2,,4.768303304311791
123,Fibroblasts,0.001912655403251514,35192.85941982786,Goldhamster,D2,3,Goldhamster_D2,,4.546454554695435
124,Ciliated,0.0015938795027095952,29327.382849856553,Goldhamster,D2,3,Goldhamster_D2,,4.46727330864781
125,Erythrocytes,0.000956327701625757,17596.42970991393,Goldhamster,D2,3,Goldhamster_D2,,4.245424559031454
126,Plasma cells,0.000637551801083838,11730.95313994262,Goldhamster,D2,3,Goldhamster_D2,,4.0693332999757725
127,MonocyticMacrophages,0.16719914802981894,2808945.6869009584,Goldhamster,D3,1,Goldhamster_D3,,6.4485433418689855
128,Bcells,0.13347532836350728,2242385.5165069224,Goldhamster,D3,1,Goldhamster_D3,,6.350710279667751
129,Neutrophils,0.1235356762513312,2075399.361022364,Goldhamster,D3,1,Goldhamster_D3,,6.3171016786866705
130,T cells,0.11927582534611289,2003833.8658146965,Goldhamster,D3,1,Goldhamster_D3,,6.301861712129933
131,AlveolarMacrophages,0.08519701810436635,1431309.9041533547,Goldhamster,D3,1,Goldhamster_D3,,6.155733676451695
132,Endothelial cells,0.08058217962371317,1353780.6176783813,Goldhamster,D3,1,Goldhamster_D3,,6.131548291933212
133,NK cells,0.058217962371317,978061.7678381257,Goldhamster,D3,1,Goldhamster_D3,,5.990366282787788
134,Treml4+Macrophages,0.04792332268370607,805111.821086262,Goldhamster,D3,1,Goldhamster_D3,,5.905856203235095
135,InterstitialMacrophages,0.04046858359957402,679872.2044728436,Goldhamster,D3,1,Goldhamster_D3,,5.8324272860765625
136,AT2,0.04011359602413916,673908.4132055378,Goldhamster,D3,1,Goldhamster_D3,,5.828600878223509
137,AT1,0.020944266950656727,351863.684771033,Goldhamster,D3,1,Goldhamster_D3,,5.5463744463822335
138,ILC2,0.01987930422435215,333972.3109691161,Goldhamster,D3,1,Goldhamster_D3,,5.5237104617462895
139,Platelets,0.01987930422435215,333972.3109691161,Goldhamster,D3,1,Goldhamster_D3,,5.5237104617462895
140,cDC,0.012424565140220093,208732.69435569755,Goldhamster,D3,1,Goldhamster_D3,,5.319590479090365
141,Myofibroblast,0.010294639687610933,172949.94675186367,Goldhamster,D3,1,Goldhamster_D3,,5.237920432639045
142,pDC,0.0067447639332623354,113312.03407880724,Goldhamster,D3,1,Goldhamster_D3,,5.054276035692919
143,SmoothMuscle,0.004969826056088037,83493.07774227903,Goldhamster,D3,1,Goldhamster_D3,,4.921650470418328
144,Fibroblasts,0.004259850905218318,71565.49520766774,Goldhamster,D3,1,Goldhamster_D3,,4.854703680787714
145,Ciliated,0.0024849130280440185,41746.53887113951,Goldhamster,D3,1,Goldhamster_D3,,4.620620474754347
146,Erythrocytes,0.0010649627263045794,17891.373801916936,Goldhamster,D3,1,Goldhamster_D3,,4.252643689459752
147,Plasma cells,0.0010649627263045794,17891.373801916936,Goldhamster,D3,1,Goldhamster_D3,,4.252643689459752
148,MonocyticMacrophages,0.1787471302066251,3074450.639553952,Goldhamster,D3,2,Goldhamster_D3,,6.4877675248188105
149,T cells,0.1377500819940964,2369301.4102984583,Goldhamster,D3,2,Goldhamster_D3,,6.374620312940069
150,Bcells,0.11511971138078059,1980059.035749426,Goldhamster,D3,2,Goldhamster_D3,,6.296678139007993
151,Endothelial cells,0.11315185306657921,1946211.8727451623,Goldhamster,D3,2,Goldhamster_D3,,6.289190117615442
152,AlveolarMacrophages,0.08822564775336175,1517481.141357822,Goldhamster,D3,2,Goldhamster_D3,,6.181123302544576
153,NK cells,0.06231551328304362,1071826.8284683502,Goldhamster,D3,2,Goldhamster_D3,,6.030124623494997
154,Neutrophils,0.05510003279763857,947720.5641193835,Goldhamster,D3,2,Goldhamster_D3,,5.976680304268031
155,AT2,0.05313217448343719,913873.4011151197,Goldhamster,D3,2,Goldhamster_D3,,5.9608860370848
156,InterstitialMacrophages,0.04001311905542801,688225.6477533617,Goldhamster,D3,2,Goldhamster_D3,,5.837730853216916
157,Treml4+Macrophages,0.03837323712692686,660019.678583142,Goldhamster,D3,2,Goldhamster_D3,,5.81955688428833
158,Platelets,0.026566087241718595,456936.70055755985,Goldhamster,D3,2,Goldhamster_D3,,5.659856041420818
159,AT1,0.025910134470318136,445654.31288947194,Goldhamster,D3,2,Goldhamster_D3,,5.64899811383261
160,Myofibroblast,0.013119055428009183,225647.75336175793,Goldhamster,D3,2,Goldhamster_D3,,5.35343101387013
161,ILC2,0.012791079042308954,220006.559527714,Goldhamster,D3,2,Goldhamster_D3,,5.3424356295686675
162,SmoothMuscle,0.012463102656608724,214365.36569367006,Goldhamster,D3,2,Goldhamster_D3,,5.331154619158978
163,cDC,0.012135126270908495,208724.1718596261,Goldhamster,D3,2,Goldhamster_D3,,5.319572746609163
164,Ciliated,0.005247622171203673,90259.10134470317,Goldhamster,D3,2,Goldhamster_D3,,4.955491005198093
165,pDC,0.004263693014102984,73335.51984257133,Goldhamster,D3,2,Goldhamster_D3,,4.865314374849005
166,Erythrocytes,0.0026238110856018366,45129.55067235159,Goldhamster,D3,2,Goldhamster_D3,,4.654461009534112
167,Fibroblasts,0.0016398819285011479,28205.96917021974,Goldhamster,D3,2,Goldhamster_D3,,4.450341026878187
168,Plasma cells,0.0013119055428009183,22564.775336175793,Goldhamster,D3,2,Goldhamster_D3,,4.35343101387013
169,MonocyticMacrophages,0.14726756564939675,3239886.4442867283,Goldhamster,D3,3,Goldhamster_D3,,6.5105297887609614
170,Endothelial cells,0.14229950319375442,3130589.0702625974,Goldhamster,D3,3,Goldhamster_D3,,6.495626064669051
171,T cells,0.11923349893541518,2623136.976579134,Goldhamster,D3,3,Goldhamster_D3,,6.418820969438713
172,Bcells,0.11355571327182398,2498225.6919801277,Goldhamster,D3,3,Goldhamster_D3,,6.397631670368774
173,AlveolarMacrophages,0.0965223562810504,2123491.8381831087,Goldhamster,D3,3,Goldhamster_D3,,6.327050596083067
174,AT2,0.07594038325053229,1670688.4315117104,Goldhamster,D3,3,Goldhamster_D3,,6.222895465398059
175,Neutrophils,0.06813342796309439,1498935.4151880767,Goldhamster,D3,3,Goldhamster_D3,,6.175782920752418
176,NK cells,0.045067423704755145,991483.3215046132,Goldhamster,D3,3,Goldhamster_D3,,5.996285413004825
177,InterstitialMacrophages,0.036905606813342796,811923.3498935415,Goldhamster,D3,3,Goldhamster_D3,,5.909515031347649
178,AT1,0.0347764371894961,765081.6181689142,Goldhamster,D3,3,Goldhamster_D3,,5.883707767741363
179,Treml4+Macrophages,0.0255500354861604,562100.7806955287,Goldhamster,D3,3,Goldhamster_D3,,5.749814188480137
180,Platelets,0.022356281050390347,491838.18310858763,Goldhamster,D3,3,Goldhamster_D3,,5.69182224150245
181,Myofibroblast,0.0198722498225692,437189.4960965224,Goldhamster,D3,3,Goldhamster_D3,,5.640669719055069
182,SmoothMuscle,0.01596877217885025,351312.9879347055,Goldhamster,D3,3,Goldhamster_D3,,5.545694205824212
183,ILC2,0.01242015613910575,273243.4350603265,Goldhamster,D3,3,Goldhamster_D3,,5.436549736399145
184,cDC,0.0099361249112846,218594.7480482612,Goldhamster,D3,3,Goldhamster_D3,,5.3396397233910875
185,Erythrocytes,0.0056777856635912,124911.2845990064,Goldhamster,D3,3,Goldhamster_D3,,5.096601674704793
186,Fibroblasts,0.0035486160397444995,78069.55287437899,Goldhamster,D3,3,Goldhamster_D3,,4.892481692048869
187,pDC,0.00248403122782115,54648.6870120653,Goldhamster,D3,3,Goldhamster_D3,,4.737579732063126
188,Ciliated,0.0021291696238466998,46841.731724627396,Goldhamster,D3,3,Goldhamster_D3,,4.670632942432512
189,Plasma cells,0.00035486160397445,7806.9552874379,Goldhamster,D3,3,Goldhamster_D3,,3.8924816920488685
190,T cells,0.18178424785367675,5853452.780888392,Goldhamster,D5,1,Goldhamster_D5,,6.767412119302256
191,InterstitialMacrophages,0.16349384098544234,5264501.679731244,Goldhamster,D5,1,Goldhamster_D5,,6.721357268591722
192,MonocyticMacrophages,0.14669652855543114,4723628.219484883,Goldhamster,D5,1,Goldhamster_D5,,6.674275708463049
193,Bcells,0.11123553564762971,3581784.2478536773,Goldhamster,D5,1,Goldhamster_D5,,6.554099422163877
194,NK cells,0.08697275102650243,2800522.5830533784,Goldhamster,D5,1,Goldhamster_D5,,6.447239079113641
195,Endothelial cells,0.07204180664427025,2319746.1739455024,Goldhamster,D5,1,Goldhamster_D5,,6.365440467095396
196,Neutrophils,0.06569615528182157,2115416.200074655,Goldhamster,D5,1,Goldhamster_D5,,6.325395825901772
197,AlveolarMacrophages,0.04143337066069429,1334154.5352743561,Goldhamster,D5,1,Goldhamster_D5,,6.125206136874279
198,Treml4+Macrophages,0.04068682344158268,1310115.7148189624,Goldhamster,D5,1,Goldhamster_D5,,6.117309656028246
199,pDC,0.02874206793579694,925494.5875326615,Goldhamster,D5,1,Goldhamster_D5,,5.966373883260104
200,cDC,0.019783501306457632,637028.7420679359,Goldhamster,D5,1,Goldhamster_D5,,5.804159027688411
201,AT2,0.014557670772676373,468756.99888017925,Goldhamster,D5,1,Goldhamster_D5,,5.670947765114121
202,Myofibroblast,0.0070921985815602835,228368.79432624116,Goldhamster,D5,1,Goldhamster_D5,,5.358636759040451
203,ILC2,0.006718924972004479,216349.38409854425,Goldhamster,D5,1,Goldhamster_D5,,5.335155663190928
204,AT1,0.004479283314669653,144232.92273236284,Goldhamster,D5,1,Goldhamster_D5,,5.159064404135247
205,SmoothMuscle,0.003732736095558044,120194.10227696903,Goldhamster,D5,1,Goldhamster_D5,,5.079883158087622
206,Platelets,0.0033594624860022394,108174.69204927213,Goldhamster,D5,1,Goldhamster_D5,,5.034125667526947
207,Plasma cells,0.0011198208286674132,36058.23068309071,Goldhamster,D5,1,Goldhamster_D5,,4.557004412807284
208,Fibroblasts,0.0003732736095558044,12019.410227696902,Goldhamster,D5,1,Goldhamster_D5,,4.079883158087622
209,T cells,0.14696485623003194,2615974.440894569,Goldhamster,D5,2,Goldhamster_D5,,6.41763349644402
210,Endothelial cells,0.14664536741214057,2610287.539936102,Goldhamster,D5,2,Goldhamster_D5,,6.416688350299706
211,MonocyticMacrophages,0.1220447284345048,2172396.1661341856,Goldhamster,D5,2,Goldhamster_D5,,6.336939027674155
212,InterstitialMacrophages,0.11853035143769967,2109840.255591054,Goldhamster,D5,2,Goldhamster_D5,,6.324249574377491
213,Neutrophils,0.11693290734824281,2081405.750798722,Goldhamster,D5,2,Goldhamster_D5,,6.318356750156856
214,AT2,0.07028753993610223,1251118.2108626198,Goldhamster,D5,2,Goldhamster_D5,,6.097298345584652
215,Bcells,0.0610223642172524,1086198.0830670928,Goldhamster,D5,2,Goldhamster_D5,,6.035909032010173
216,NK cells,0.05782747603833866,1029329.0734824282,Goldhamster,D5,2,Goldhamster_D5,,6.01255423963163
217,AlveolarMacrophages,0.04089456869009585,727923.3226837061,Goldhamster,D5,2,Goldhamster_D5,,5.862085634410314
218,Treml4+Macrophages,0.0329073482428115,585750.7987220448,Goldhamster,D5,2,Goldhamster_D5,,5.767712889467618
219,AT1,0.019488817891373803,346900.9584664537,Goldhamster,D5,2,Goldhamster_D5,,5.540205499773212
220,Myofibroblast,0.01693290734824281,301405.75079872203,Goldhamster,D5,2,Goldhamster_D5,,5.479151534363234
221,cDC,0.013738019169329074,244536.74121405752,Goldhamster,D5,2,Goldhamster_D5,,5.388344120342032
222,ILC2,0.008945686900958467,159233.2268370607,Goldhamster,D5,2,Goldhamster_D5,,5.202033696104665
223,Platelets,0.008945686900958467,159233.2268370607,Goldhamster,D5,2,Goldhamster_D5,,5.202033696104665
224,pDC,0.008306709265175719,147859.42492012779,Goldhamster,D5,2,Goldhamster_D5,,5.1698490127332635
225,SmoothMuscle,0.0044728434504792336,79616.61341853035,Goldhamster,D5,2,Goldhamster_D5,,4.9010037004406835
226,Plasma cells,0.0022364217252396168,39808.306709265176,Goldhamster,D5,2,Goldhamster_D5,,4.599973704776702
227,Fibroblasts,0.001597444089456869,28434.504792332267,Goldhamster,D5,2,Goldhamster_D5,,4.453845669098464
228,Ciliated,0.0009584664536741214,17060.70287539936,Goldhamster,D5,2,Goldhamster_D5,,4.231996919482108
229,Mast cells,0.0003194888178913738,5686.900958466454,Goldhamster,D5,2,Goldhamster_D5,,3.7548756647624453
230,InterstitialMacrophages,0.1670799752014879,3608927.464352139,Goldhamster,D5,3,Goldhamster_D5,,6.557378153284727
231,MonocyticMacrophages,0.16460012399256044,3555362.6782393055,Goldhamster,D5,3,Goldhamster_D5,,6.550883909179457
232,T cells,0.15127092374457532,3267451.952882827,Goldhamster,D5,3,Goldhamster_D5,,6.514209210100699
233,Neutrophils,0.11283323000619963,2437197.7681339122,Goldhamster,D5,3,Goldhamster_D5,,6.386890771747044
234,Endothelial cells,0.09454432734035959,2042157.4705517672,Goldhamster,D5,3,Goldhamster_D5,,6.310089227444774
235,NK cells,0.06106633601983881,1319032.8580285183,Goldhamster,D5,3,Goldhamster_D5,,6.120255614259581
236,AlveolarMacrophages,0.05455672659640422,1178425.294482331,Goldhamster,D5,3,Goldhamster_D5,,6.071302055912138
237,AT2,0.05238685678859269,1131556.106633602,Goldhamster,D5,3,Goldhamster_D5,,6.053676092711662
238,Bcells,0.03068815871047737,662864.2281463112,Goldhamster,D5,3,Goldhamster_D5,,5.821424582695538
239,Treml4+Macrophages,0.024488530688158712,528952.2628642282,Goldhamster,D5,3,Goldhamster_D5,,5.72341647938843
240,cDC,0.022938623682579044,495474.27154370735,Goldhamster,D5,3,Goldhamster_D5,,5.695021107828964
241,Myofibroblast,0.017048977061376317,368257.90452572843,Goldhamster,D5,3,Goldhamster_D5,,5.566152077592232
242,pDC,0.014569125852448853,314693.11841289524,Goldhamster,D5,3,Goldhamster_D5,,5.497887246033706
243,AT1,0.010539367637941723,227650.34097954122,Goldhamster,D5,3,Goldhamster_D5,,5.357268305140243
244,ILC2,0.006199628022318661,133911.96528208308,Goldhamster,D5,3,Goldhamster_D5,,5.126819383761969
245,Fibroblasts,0.005889646621202728,127216.36701797893,Goldhamster,D5,3,Goldhamster_D5,,5.104542989050818
246,SmoothMuscle,0.0040297582145071295,87042.777433354,Goldhamster,D5,3,Goldhamster_D5,,4.939732740404825
247,Platelets,0.0037197768133911966,80347.17916924985,Goldhamster,D5,3,Goldhamster_D5,,4.904970634145613
248,Plasma cells,0.0015499070055796653,33477.99132052077,Goldhamster,D5,3,Goldhamster_D5,,4.524759392434007
249,Bcells,0.14291581108829568,4073100.616016427,Goldhamster,E14,1,Goldhamster_E14,,6.609925138404438
250,T cells,0.14045174537987679,4002874.7433264884,Goldhamster,E14,1,Goldhamster_E14,,6.602372000513992
251,Endothelial cells,0.13963039014373715,3979466.1190965087,Goldhamster,E14,1,Goldhamster_E14,,6.599824811500112
252,MonocyticMacrophages,0.1162217659137577,3312320.328542094,Goldhamster,E14,1,Goldhamster_E14,,6.520132329982148
253,AlveolarMacrophages,0.10061601642710473,2867556.468172485,Goldhamster,E14,1,Goldhamster_E14,,6.45751197882239
254,AT2,0.075564681724846,2153593.429158111,Goldhamster,E14,1,Goldhamster_E14,,6.333163717467394
255,Neutrophils,0.05995893223819302,1708829.568788501,Goldhamster,E14,1,Goldhamster_E14,,6.232698750242294
256,AT1,0.045174537987679675,1287474.3326488708,Goldhamster,E14,1,Goldhamster_E14,,6.109738579616082
257,InterstitialMacrophages,0.03860369609856263,1100205.338809035,Goldhamster,E14,1,Goldhamster_E14,,6.041473748057555
258,NK cells,0.031211498973305954,889527.7207392197,Goldhamster,E14,1,Goldhamster_E14,,5.949159486738648
259,Treml4+Macrophages,0.025872689938398356,737371.6632443531,Goldhamster,E14,1,Goldhamster_E14,,5.867686443911439
260,cDC,0.017659137577002052,503285.4209445585,Goldhamster,E14,1,Goldhamster_E14,,5.701814350037443
261,ILC2,0.016837782340862424,479876.7967145791,Goldhamster,E14,1,Goldhamster_E14,,5.6811297511775924
262,Myofibroblast,0.015195071868583163,433059.54825462017,Goldhamster,E14,1,Goldhamster_E14,,5.636547618524852
263,SmoothMuscle,0.014373716632443531,409650.92402464064,Goldhamster,E14,1,Goldhamster_E14,,5.612413938808133
264,Platelets,0.009856262833675565,280903.4907597536,Goldhamster,E14,1,Goldhamster_E14,,5.448557136169463
265,pDC,0.0032854209445585215,93634.49691991786,Goldhamster,E14,1,Goldhamster_E14,,4.971435881449801
266,Erythrocytes,0.002053388090349076,58521.560574948664,Goldhamster,E14,1,Goldhamster_E14,,4.767315898793876
267,Ciliated,0.002053388090349076,58521.560574948664,Goldhamster,E14,1,Goldhamster_E14,,4.767315898793876
268,Fibroblasts,0.0016427104722792608,46817.24845995893,Goldhamster,E14,1,Goldhamster_E14,,4.6704058857858195
269,Plasma cells,0.0008213552361396304,23408.624229979465,Goldhamster,E14,1,Goldhamster_E14,,4.369375890121838
270,Endothelial cells,0.16587155963302752,5075669.724770642,Goldhamster,E14,2,Goldhamster_E14,,6.705493354680301
271,Bcells,0.14238532110091742,4356990.8256880725,Goldhamster,E14,2,Goldhamster_E14,,6.639186645463126
272,T cells,0.13871559633027522,4244697.247706422,Goldhamster,E14,2,Goldhamster_E14,,6.627846719706144
273,AlveolarMacrophages,0.11449541284403669,3503559.6330275224,Goldhamster,E14,2,Goldhamster_E14,,6.544509513887362
274,MonocyticMacrophages,0.09688073394495413,2964550.458715596,Goldhamster,E14,2,Goldhamster_E14,,6.47195884673875
275,AT1,0.06018348623853211,1841614.6788990824,Goldhamster,E14,2,Goldhamster_E14,,6.265198767916616
